Timestamp,Camera URL,Total Frames Processed,Frames with Face Detected,Frame Detection Accuracy (%),Recognized Faces,Recognized Faces (%),Unknown Faces,Unknown Faces (%)
2025-06-10_23-51-35,1,0,0.00,0,0.00
