Timestamp,Camera URL,Total Frames Processed,Frames with Face Detected,Frame Detection Accuracy (%),Recognized Faces,Recognized Faces (%),Unknown Faces,Unknown Faces (%)
2025-06-10_10-40-10,0,285,97.94,6,2.06
